symbol,timeframe,open_time,close_time,open,high,low,close,volume,trades
BTCUSDT,1w,1502668800000,1503273599999,4261.48000000,4485.39000000,3850.00000000,4086.29000000,2843.43142600,13134
BTCUSDT,1w,1503273600000,1503878399999,4069.13000000,4453.91000000,3400.00000000,4310.01000000,4599.39662900,37826
BTCUSDT,1w,1503878400000,1504483199999,4310.01000000,4939.19000000,4124.54000000,4509.08000000,4753.84337600,35717
BTCUSDT,1w,1504483200000,1505087999999,4505.00000000,4788.59000000,3603.00000000,4130.37000000,6382.78774500,42372
BTCUSDT,1w,1505088000000,1505692799999,4153.62000000,4394.59000000,2817.00000000,3699.99000000,8106.70512700,50423
BTCUSDT,1w,1505692800000,1506297599999,3690.00000000,4123.20000000,3505.55000000,3660.02000000,5908.32335000,56785
BTCUSDT,1w,1506297600000,1506902399999,3660.02000000,4406.52000000,3653.69000000,4378.48000000,5782.30542400,71484
BTCUSDT,1w,1506902400000,1507507199999,4400.00000000,4658.00000000,4110.00000000,4640.00000000,4708.27295600,59658
BTCUSDT,1w,1507507200000,1508111999999,4640.00000000,5922.30000000,4550.00000000,5709.99000000,7913.92583700,61638
BTCUSDT,1w,1508112000000,1508716799999,5710.00000000,6171.00000000,5037.95000000,5950.02000000,12157.76944700,75969
BTCUSDT,1w,1508716800000,1509321599999,5975.00000000,6189.88000000,5286.98000000,6169.98000000,13133.99457000,74778
BTCUSDT,1w,1509321600000,1509926399999,6133.01000000,7590.25000000,6030.00000000,7345.01000000,11663.20964800,98387
BTCUSDT,1w,1509926400000,1510531199999,7345.10000000,7770.02000000,5325.01000000,5811.03000000,18916.31990000,132654
BTCUSDT,1w,1510531200000,1511135999999,5839.94000000,8123.15000000,5699.99000000,8038.00000000,19791.10101100,107207
BTCUSDT,1w,1511136000000,1511740799999,8057.11000000,9350.00000000,7801.00000000,9128.02000000,28921.85979200,129930
BTCUSDT,1w,1511740800000,1512345599999,9128.00000000,11825.00000000,8520.00000000,11165.41000000,48427.94965000,232180
BTCUSDT,1w,1512345600000,1512950399999,11165.41000000,17204.99000000,10802.00000000,14899.98000000,72469.97762700,393420
BTCUSDT,1w,1512950400000,1513555199999,14946.26000000,19798.68000000,14666.56000000,18860.02000000,67851.48621500,539238
